advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-06-21,2,578.0,1100,Ground out of 3,Melbourne,Semi-Furnished,Bachelors,2,Contact Owner,Flat 81 ,500,Tyler Brace,Meander,,Edward,Williams,u,(03)-3307-0666,david78@example.net
2022-05-24,1,562.0,550,1 out of 1,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Suite 114 ,945,Williams Pass,Mount,Mr.,Fred,White,m,+61-7-9183-8514,brownemma@example.net
2022-05-12,2,573.0,1000,1 out of 3,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Level 5 ,4,Spears Intersection,Trailer,Dr.,Mary,Martin,f,+61 423 795 976,jameslisa@example.org
2022-05-12,1,564.0,250,Ground out of 5,Melbourne,Semi-Furnished,Bachelors/Family,1,Contact Owner,Suite 227 ,05,Nichols Gully,Point,Mrs.,Ayesha,Dass,f,(02) 8072 0584,theresa85@example.com
2022-06-23,2,568.0,790,2 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,706/,7,Adams Triangle,Pathway,Mrs.,Heather,Baker,f,6619-4811,larnold@example.org
2022-04-30,2,572.0,600,1 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 51 ,2,Schultz Corner,Walk,Mrs.,Kara,Rogers,f,(07) 8377 8473,samantha31@example.net
2022-04-30,2,570.0,700,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,89/,69,Michael Pass,Parklands,Mr.,Brian,Garcia,m,+61 421 052 236,douglashood@example.net
2022-06-02,1,567.0,550,Ground out of 1,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 06 ,5,Linda Entrance,Range,Mr.,Bryan,Jenkins,m,+61-410-047-670,lewisdaniel@example.com
2022-05-16,1,571.0,500,Ground out of 2,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 77 ,641,Dawn Vale,Extension,Ms.,Maria,Sandoval,f,+61-464-146-702,beckjenny@example.org
2022-05-29,3,600.0,1550,3 out of 4,Melbourne,Semi-Furnished,Bachelors,2,Contact Agent,Level 2 ,73,Lowe Landing,Artery,Dr.,Jose,Johnson,m,0280999656,nhorton@example.com
2022-06-17,2,569.0,970,Ground out of 2,Melbourne,Semi-Furnished,Bachelors,2,Contact Owner,Unit 27 ,8,David Trailer,Footway,,Kelly,Marshall,u,59745933,tperez@example.org
2022-05-29,3,747.0,2300,11 out of 18,Melbourne,Semi-Furnished,Bachelors,3,Contact Agent,Apt. 463 ,18,Patricia Interchange,Parade,,Amber,Harris,u,3715-3987,steven16@example.net
2022-06-22,2,574.0,700,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 52 ,130,King Beach,View,Mr.,Casey,Gonzalez,m,+61 454 046 123,soniamalone@example.net
2022-06-17,2,574.0,674,Ground out of 3,Melbourne,Unfurnished,Bachelors,2,Contact Owner,15/,767,Stanley Crest,Ronde,Mrs.,Mrs.,Rebekah,f,(02) 7035 2547,rmartinez@example.net
2022-05-29,2,568.0,750,Ground out of 1,Melbourne,Unfurnished,Family,2,Contact Owner,143/,3,Joseph Firetrail,Street,Dr.,Ryan,Davis,m,0411 259 637,frogers@example.net
2022-05-16,2,571.0,1000,Ground out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 985 ,669,Miller Highway,Parklands,,Wanda,Williams,u,0829103953,faulknermeagan@example.org
2022-05-26,2,568.0,1030,1 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 55 ,3,Hamilton Ground,Strip,Mr.,Devansh,Sharaf,m,5747 9995,hernandezbrian@example.org
2022-05-18,3,600.0,1540,3 out of 4,Melbourne,Furnished,Bachelors,2,Contact Owner,5/,5,Zhang Place,Turn,,Jeffrey,Pratt,u,79518059,hawkinsrobert@example.org
2022-05-29,2,586.0,1100,2 out of 2,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,840/,67,Andrea Mall,Cove,,Stephanie,Shaw,u,+61-2-7235-7022,devinkoch@example.com
2022-06-11,2,571.0,985,3 out of 17,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 328 ,7,Daniel Frontage,Plaza,Ms.,Gail,Barton,f,33257100,garciapatrick@example.net
2022-06-01,2,568.0,1200,1 out of 1,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 602 ,9,Jane Quadrangle,Park,,Linda,Short,u,2516-1922,lindsey18@example.com
2022-06-17,2,597.0,800,1 out of 4,Melbourne,Unfurnished,Bachelors/Family,2,Contact Agent,Apt. 103 ,9,Michelle Gates,Pathway,,Anna,George,u,+61-431-603-287,mcdowellpatricia@example.com
2022-05-25,3,594.0,1500,3 out of 4,Melbourne,Semi-Furnished,Bachelors/Family,3,Contact Owner,607/,3,John Gates,State Highway,Dr.,Elizabeth,Mitchell,f,08.5596.6626,ufrench@example.org
2022-06-07,2,572.0,680,1 out of 1,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,8/,94,Michael Bridge,Pass,Dr.,Michael,Schwartz,m,08.9160.2123,bryanruiz@example.net
2022-06-20,2,574.0,800,1 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,256/,20,Romero Rosebowl,Green,Mr.,Rodney,Knox,m,+61202473006,gordonrebecca@example.com
2022-05-07,2,581.0,880,1 out of 2,Melbourne,Semi-Furnished,Family,2,Contact Owner,Flat 85 ,77,Cheryl Way,Ground,Dr.,Joshua,Hernandez,m,0214998373,pwood@example.com
2022-05-21,2,568.0,950,1 out of 1,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,179/,9,Catherine Copse,Roadside,Mr.,Jesse,Soto,m,+61-411-390-764,michael42@example.com
2022-05-16,1,563.0,450,Ground out of 4,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,5/,82,Johnny Triangle,Boulevard,Mr.,Mark,Collins,m,0736908733,rogersaaron@example.org
2022-05-12,1,559.0,350,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Level 8 ,7,Smith Gate,Line,,Andrew,Dennis,u,07-6096-7654,cindy94@example.com
2022-05-04,3,590.0,1650,2 out of 2,Melbourne,Semi-Furnished,Family,3,Contact Owner,Apt. 365 ,8,Decker Landing,Circlet,Dr.,Aaina,Kapur,m,4462.1738,garysmith@example.net
2022-04-30,2,565.0,800,Ground out of 2,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 36 ,737,Jackson Fire Track,Mount,Dr.,Craig,Fletcher,m,0489 295 023,gregorycindy@example.org
2022-05-20,2,571.0,600,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,846/,73,Nicole Rosebowl,Follow,Dr.,Trevor,Luna,m,5955-6888,thomasatkins@example.org
2022-05-31,2,574.0,700,1 out of 2,Melbourne,Unfurnished,Bachelors,2,Contact Agent,Suite 899 ,48,Howell Intersection,Sound,Mrs.,Alexa,Sullivan,f,+61826552668,heatherarcher@example.com
2022-05-12,2,565.0,800,1 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,961/,25,Richard View,Elbow,Miss,Anita,Reed,f,03.9138.4282,knightjerry@example.net
2022-06-22,1,565.0,560,2 out of 4,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,89/,43,Natalie Triangle,Promenade,,Danielle,Grant,u,(02)-9378-8400,nicholas81@example.com
2022-05-13,1,573.0,420,1 out of 1,Melbourne,Unfurnished,Bachelors,1,Contact Owner,4/,0,Jamie Towers,Lane,Dr.,Danny,Jones,m,8457 8151,devon32@example.com
2022-06-21,2,574.0,1000,1 out of 2,Melbourne,Furnished,Bachelors/Family,2,Contact Owner,Apt. 595 ,2,Brendan Cul-de-sac,Beach,,John,Rodriguez,u,8931 3643,elizabethhunter@example.com
2022-05-20,3,582.0,1330,1 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,3,Contact Owner,Flat 96 ,8,Acosta Centre,Common,Mr.,John,Vazquez,m,(02).4261.5662,vanessasmith@example.com
2022-06-22,3,571.0,930,2 out of 8,Melbourne,Semi-Furnished,Family,2,Contact Owner,313/,2,Alex Rue,Follow,Mrs.,Angela,Johnston,f,+61395272355,damonspencer@example.org
2022-05-12,2,574.0,1200,1 out of 3,Melbourne,Furnished,Bachelors/Family,2,Contact Owner,Flat 60 ,926,Christopher Round,Mews,Dr.,Julia,Sanchez,f,2990 7278,rodneyphillips@example.net
2022-05-12,1,563.0,350,Ground out of 2,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Level 7 ,69,Gordon Quad,Nook,Mr.,Sam,O'Sullivan,m,+61 460 779 286,gfuller@example.com
2022-05-20,3,581.0,1000,Ground out of 3,Melbourne,Semi-Furnished,Bachelors/Family,1,Contact Owner,Suite 806 ,0,Hurst Esplanade,Flat,Mrs.,Rebecca,Holloway,f,0371431225,murphyshannon@example.org
2022-05-06,2,568.0,750,Ground out of 1,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,73/,77,Danny Byway,Estate,Mr.,Marc,Vargas,m,+61.426.399.267,yparker@example.net
2022-05-16,2,569.0,800,1 out of 1,Melbourne,Unfurnished,Family,2,Contact Owner,Apt. 923 ,228,Danielle Entrance,Brace,Dr.,Carla,Brown,m,5831-4014,paulhernandez@example.com
2022-05-15,2,574.0,2800,Lower Basement out of 1,Melbourne,Unfurnished,Family,2,Contact Owner,901/,3,Kara Quadrangle,Parkway,Dr.,Tanya,George,f,+61704461840,riverajames@example.org
2022-05-06,2,586.0,850,Ground out of 3,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 31 ,2,Jones Walk,Strip,,Matthew,Walsh-Fox,u,0782687319,angelahendricks@example.com
2022-05-16,2,576.0,650,2 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Level 6 ,34,Kayla Roadway,Round,Mr.,Andre,Roberts,m,02 5234 3251,laurenrobertson@example.com
2022-06-22,2,568.0,770,1 out of 2,Melbourne,Unfurnished,Family,1,Contact Owner,Apt. 085 ,9,Michelle Link,Brow,,Helen,Hogan,u,0410 107 640,wthompson@example.com
2022-06-25,3,588.0,1100,4 out of 4,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Agent,Suite 856 ,89,Eric Intersection,Landing,Miss,Mary,George,f,0300196096,gary73@example.org
2022-05-12,2,568.0,950,2 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 62 ,1,Wright Laneway,Path,Dr.,Mr.,Danny,m,48611315,zrivera@example.com
2022-05-12,3,574.0,1250,2 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 889 ,6,Ashley Round,Roadside,Mr.,James,Heath,m,0492 198 178,denise92@example.org
2022-06-22,1,567.0,400,Ground out of 3,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 80 ,00,Elizabeth Cross,Drive,,Jessica,Morse,u,0366070237,evanmorgan@example.org
2022-06-08,2,574.0,1234,1 out of 14,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,812/,4,Alexandria Lower,Ramp,Dr.,Abram,Buch,f,+61.403.750.590,michael59@example.org
2022-06-22,3,574.0,2200,1 out of 2,Melbourne,Unfurnished,Bachelors,3,Contact Owner,Level 2 ,18,Mejia Grove,Glen,Dr.,Allen,Gonzalez,m,0435-327-862,lisa26@example.net
2022-06-16,1,565.0,500,1 out of 1,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 99 ,9,Jacob Chase,Glade,,Luke,Johnson,u,0315698497,randall99@example.com
2022-06-22,3,572.0,900,1 out of 4,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 97 ,43,Swanson Quays,Cross,Dr.,Margaret,Alvarez,f,9637 9243,ehall@example.org
2022-06-07,2,567.0,600,1 out of 3,Melbourne,Furnished,Bachelors/Family,1,Contact Owner,Level 5 ,385,Williams Bridge,Firetrail,Dr.,Judith,Ramirez,f,07.4085.2576,cbrown@example.org
2022-05-20,4,626.0,2400,1 out of 3,Melbourne,Unfurnished,Bachelors/Family,4,Contact Agent,Suite 663 ,368,Mary Frontage,Crescent,Dr.,James,Chapman,m,(08) 6966 3403,veronicayoung@example.com
2022-06-14,1,565.0,400,Upper Basement out of 2,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 12 ,920,Reed Pocket,Wade,Mr.,Marvin,Johnson,m,83335650,kylegarner@example.com
2022-06-14,2,576.0,1000,1 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 28 ,69,Campbell Spur,Deviation,Mr.,Michael,Gonzalez,m,+61.7.7632.2806,cortezpaul@example.org
2022-05-28,2,574.0,600,8 out of 18,Melbourne,Unfurnished,Bachelors,2,Contact Owner,Apt. 663 ,65,Deleon Driveway,Hill,Mr.,Christopher,Pratt,m,+61.451.117.032,brandy02@example.org
2022-06-10,2,574.0,750,1 out of 2,Melbourne,Unfurnished,Bachelors,2,Contact Owner,774/,93,Logan Roads,Trailer,,Michelle,Lambert,u,5096 7460,davidgarcia@example.org
2022-05-12,2,574.0,700,1 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 55 ,86,Riddle Tarn,Motorway,Mr.,Carl,Payne,m,12221829,tonya41@example.org
2022-06-02,4,651.0,2200,2 out of 3,Melbourne,Semi-Furnished,Family,5,Contact Owner,Apt. 965 ,279,Rachel Driveway,Landing,,Paul,Norman,u,+61-8-1170-1790,sloancourtney@example.org
2022-06-14,1,567.0,500,Ground out of 3,Melbourne,Semi-Furnished,Bachelors/Family,1,Contact Owner,2/,70,Estrada Ramble,Dale,Mrs.,Arnav,Goda,f,08.0517.8911,john34@example.org
2022-05-06,1,564.0,700,2 out of 3,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 55 ,1,Sylvia Front,Circle,,Mary,Elliott,u,+61.8.4524.7820,omeyer@example.org
2022-05-06,3,577.0,1480,3 out of 4,Melbourne,Furnished,Bachelors/Family,2,Contact Owner,628/,640,Osborne Roadway,Break,,Kimberly,Bradley,u,07-8591-9174,ekennedy@example.org
2022-05-06,2,574.0,830,Ground out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,3/,415,Mary Gate,Range,Mrs.,Amanda,Cole,f,+61 2 2726 0045,philip48@example.org
2022-06-23,3,587.0,1425,2 out of 14,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 006 ,9,Bates Ground,Retreat,Dr.,Eric,Osborne,m,5351.3122,denise96@example.org
2022-04-30,1,565.0,200,Ground out of 2,Melbourne,Semi-Furnished,Bachelors/Family,1,Contact Owner,Suite 625 ,929,Harrison Foreshore,Loop,Dr.,Craig,Brown,m,+61 400 290 034,thomaskimberly@example.org
2022-06-04,3,566.0,1261,3 out of 4,Melbourne,Semi-Furnished,Bachelors/Family,3,Contact Owner,8/,2,Dalton Wade,Concourse,,Carlos,Price,u,08-3866-6351,joshuabean@example.org
2022-05-29,2,571.0,940,10 out of 19,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,233/,940,Ian Ridge,Stairs,Dr.,Laura,Delacruz,f,+61 2 7571 9467,eowens@example.net
2022-06-14,3,670.0,2300,2 out of 4,Melbourne,Semi-Furnished,Bachelors,3,Contact Agent,Flat 84 ,80,Guerra Boulevard,Brace,Mrs.,Michelle,Williams,f,+61-7-0835-3718,usmith@example.com
2022-06-17,2,573.0,700,2 out of 2,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,9/,87,Krista Route,Mall,Dr.,Justin,Horton,m,3287 1286,meyerjohn@example.com
2022-06-07,2,587.0,1145,4 out of 4,Melbourne,Semi-Furnished,Bachelors,2,Contact Owner,Level 8 ,2,Roberts Break,Deviation,Mr.,Steven,Martinez,m,0414.387.918,roserebecca@example.net
2022-06-22,2,578.0,750,1 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Agent,079/,827,Eaton Expressway,Bend,Dr.,Maria,Wells,f,+61-451-863-205,nicolecunningham@example.net
2022-05-22,3,577.0,1250,1 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,3,Contact Owner,Level 8 ,04,Nicholas Amble,Quadrangle,Dr.,Andrew,Parker,m,53123911,ajackson@example.net
2022-05-08,2,566.0,900,Ground out of 2,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Level 0 ,3,Daniel Walk,Deviation,Mrs.,Michelle,Friedman,f,(07).8262.0208,mary94@example.net
2022-06-25,2,574.0,900,Ground out of 1,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Level 5 ,120,Stokes Rue,State Highway,Dr.,Gabriel,Weiss,m,03 9517 5205,iingram@example.org
2022-05-16,2,568.0,600,1 out of 1,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 50 ,2,Coleman Heights,Circus,Mr.,Calvin,Patel,m,0233.1357,alvarezjames@example.com
2022-05-25,1,562.0,250,Ground out of 3,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,055/,517,Paul Rosebowl,Boulevard,,Trevor,Wilson,u,6332-6322,steven26@example.net
2022-06-04,3,574.0,1350,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,3,Contact Owner,Level 6 ,4,Christopher State Highway,Formation,,Joseph,Lewis,u,0850976141,michaellewis@example.org
2022-05-16,3,599.0,450,Ground out of 3,Melbourne,Semi-Furnished,Bachelors,3,Contact Owner,Suite 199 ,480,Watkins Junction,View,Dr.,Kenneth,Giles,m,0487-478-723,kristin56@example.com
2022-06-14,1,565.0,600,2 out of 3,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Level 0 ,25,Davila Roads,Footway,,Daniel,Watts,u,(08)-6821-1354,masonashley@example.com
2022-06-14,3,978.0,3600,3 out of 4,Melbourne,Semi-Furnished,Bachelors/Family,3,Contact Agent,Flat 29 ,54,Turner Extension,Lookout,Ms.,Tina,Martinez,f,(08) 4020 8314,ryan50@example.net
2022-05-29,2,583.0,800,Ground out of 1,Melbourne,Unfurnished,Family,2,Contact Owner,Suite 891 ,653,Watkins Thoroughfare,Grove,Mrs.,Gina,Elliott,f,0291614794,moranmichelle@example.net
2022-06-13,2,572.0,850,Ground out of 1,Melbourne,Unfurnished,Family,2,Contact Owner,Level 6 ,38,Samantha Quadrangle,Tarn,Mrs.,Kelly,Robinson,f,+61.8.0214.5007,sarahmccoy@example.net
2022-05-12,3,594.0,2400,Ground out of 3,Melbourne,Furnished,Bachelors/Family,3,Contact Owner,9/,226,King Plaza,Dale,,Timothy,Ford,u,(07)45494154,krystalstein@example.net
2022-06-07,2,571.0,900,1 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,27/,474,Daniel Court,Corso,,Stacy,Cannon,u,1940 0363,xchen@example.net
2022-06-22,2,578.0,805,1 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,623/,8,Smith Rotary,Trunkway,,Autumn,Johnson,u,+61.472.457.933,angelafoster@example.com
2022-05-20,2,580.0,1200,1 out of 4,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 53 ,77,Lee Outlook,Right Of Way,Dr.,Michele,Cox,f,(02).4014.4472,jeremysmith@example.net
2022-05-12,2,571.0,800,2 out of 3,Melbourne,Furnished,Bachelors/Family,2,Contact Owner,Unit 09 ,730,Barnes Garden,Place,Ms.,Prerak,Mallick,f,+61310650614,kristopherhernandez@example.com
2022-06-10,1,562.0,400,Ground out of 3,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,803/,718,Reed Mews,Upper,Mr.,William,Russo,m,3551.1893,mary65@example.org
2022-05-12,1,574.0,450,2 out of 3,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 30 ,828,Foster Bend,Ronde,Mrs.,Julie,Garcia,f,0388-3477,lmurphy@example.org
2022-05-15,3,577.0,1400,10 out of 15,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 05 ,28,Jose Trunkway,Stairs,Dr.,Debra,Long,f,+61-403-393-546,stephen55@example.com
2022-05-12,2,578.0,970,Ground out of 3,Melbourne,Furnished,Bachelors/Family,2,Contact Owner,Flat 89 ,763,Robert Ramble,Point,Mr.,David,Calhoun,m,99076836,martinezrachel@example.com
2022-05-12,2,567.0,1000,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 95 ,4,Kirsten Track,Circus,Mr.,Scott,Davis,m,1360-3019,roberto66@example.org
2022-04-29,2,571.0,900,1 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,5/,744,Courtney Centreway,Formation,Dr.,Alexander,Johnson,m,+61.454.777.247,kingdustin@example.org
2022-05-19,2,565.0,800,4 out of 4,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 321 ,09,Anderson Copse,Glen,Mrs.,Niko,Scott,f,+61-2-7676-4766,charlesangela@example.net
2022-05-12,2,576.0,800,1 out of 3,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Level 9 ,16,Evelyn Trail,Highroad,Mrs.,Kelly,Taylor,f,(03)28387107,jill29@example.net
2022-05-12,2,565.0,800,1 out of 3,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 176 ,41,Michele Street,Turn,,Brendan,Harris,u,08 1826 9330,andrewbaker@example.org
2022-05-01,2,568.0,898,7 out of 14,Melbourne,Semi-Furnished,Family,2,Contact Owner,Apt. 364 ,282,Collins Green,Quay,Mr.,William,Gonzalez,m,0458 187 132,ikim@example.com
2022-06-10,2,565.0,600,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Suite 154 ,7,Davila Edge,Promenade,Mr.,Charles,Bell,m,+61-2-0467-9444,jessica17@example.com
2022-06-04,2,576.0,870,3 out of 3,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,71/,34,Phyllis Mount,Parklands,,Breanna,Roberts,u,+61-2-2237-3739,moorekyle@example.org
2022-05-01,2,568.0,650,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 48 ,3,Lang Walk,Bypass,Mr.,Steven,Ferrell,m,+61 492 187 020,holly52@example.org
2022-05-30,2,570.0,1250,Ground out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 857 ,9,Matthews Byway,Link,,Warren,Young,u,0479.793.508,hernandeztony@example.net
2022-06-18,2,568.0,780,2 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 90 ,244,Michelle Boulevard,Firetrail,,Sibusiso,Mwandla-Mkhithi,u,+61.2.5067.6400,brenda62@example.com
2022-06-22,1,564.0,680,1 out of 3,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,74/,5,Bryan Access,Slope,,Sean,Grant,u,07 6386 2682,dakota89@example.net
2022-05-16,2,578.0,860,2 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 515 ,173,Dawson Break,Edge,,James,Camacho,u,+61 439 214 812,rlawrence@example.org
2022-05-20,2,606.0,1150,2 out of 4,Melbourne,Furnished,Bachelors/Family,2,Contact Owner,5/,781,Willie Elbow,Front,Mr.,Pihu,Kurian,m,07-9190-9346,grahamdarren@example.net
2022-06-18,1,562.0,350,Ground out of 1,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Level 5 ,34,Melanie Place,Right Of Way,,Misc.,Joel,u,0419.403.699,rebecca54@example.com
2022-06-22,2,581.0,894,4 out of 4,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,90/,9,Gregory Broadway,Basin,Mrs.,Marta,Solana,f,07 3693 2688,masseyteresa@example.com
2022-06-02,2,573.0,717,1 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 808 ,3,Robert Crescent,Bend,,Jessica,Flynn,u,(08)-1263-2641,justin37@example.com
2022-05-20,2,572.0,660,Ground out of 2,Melbourne,Semi-Furnished,Family,2,Contact Agent,Level 1 ,4,Hoffman Alleyway,Elbow,,Andrea,Meyer,u,(07) 4565 8275,connie96@example.net
2022-05-31,1,567.0,700,1 out of 2,Melbourne,Semi-Furnished,Family,1,Contact Owner,Unit 15 ,1,Jose Driveway,Break,Mrs.,Lori,Martin,f,0461-571-338,nharris@example.net
2022-06-05,1,568.0,800,Ground out of 3,Melbourne,Semi-Furnished,Bachelors/Family,1,Contact Owner,Level 2 ,1,Sarah Circuit,Crescent,Mr.,Adam,Hudson,m,07-0757-6525,christina11@example.org
2022-05-20,2,571.0,900,Ground out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 25 ,8,Phillip Right Of Way,Block,,Jessica,Rodriguez,u,+61.7.1288.1029,john22@example.org
2022-06-25,2,569.0,805,Ground out of 3,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Level 6 ,0,Lopez Close,Meander,Mr.,Carlos,West,m,(03)90740227,benjamin83@example.net
2022-05-26,2,568.0,1000,2 out of 2,Melbourne,Furnished,Bachelors/Family,2,Contact Owner,900/,20,George Esplanade,Row,Dr.,Kelly,Roberts,f,02.4026.0981,ibaldwin@example.org
2022-06-02,3,645.0,1500,1 out of 4,Melbourne,Furnished,Bachelors/Family,3,Contact Owner,Apt. 748 ,437,Quinn Lees,Crossing,,Caroline,Chavez,u,+61.401.471.086,choover@example.org
2022-06-22,3,613.0,3200,Ground out of 2,Melbourne,Unfurnished,Bachelors/Family,3,Contact Owner,Flat 06 ,924,Tiffany State Highway,Garden,,Jill,White,u,+61 431 803 506,kristin09@example.com
2022-05-28,3,632.0,1700,7 out of 11,Melbourne,Semi-Furnished,Bachelors/Family,3,Contact Agent,Level 4 ,82,Hall Grange,Line,,Jennifer,Cummings,u,(03)66309018,faith67@example.org
2022-06-13,2,571.0,1000,2 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 387 ,2,Morse Key,Promenade,Mr.,Clayton,Vega,m,+61.403.791.811,wrightsheri@example.net
2022-05-27,3,658.0,2036,6 out of 11,Melbourne,Semi-Furnished,Bachelors,3,Contact Agent,906/,24,Long Vista,Gate,Mr.,Michael,Turner,m,02.8200.6211,leahcharles@example.org
2022-05-25,2,585.0,1100,2 out of 3,Melbourne,Furnished,Bachelors/Family,2,Contact Owner,Suite 660 ,97,James Parklands,Concourse,,Jaclyn,Williams,u,0443.196.779,joannacastro@example.net
2022-04-30,2,576.0,900,2 out of 2,Melbourne,Semi-Furnished,Bachelors,2,Contact Owner,7/,66,Clark Hill,Quay,Miss,Nichole,Noble,f,0782054494,nicholas41@example.net
